aalenio aalenios
agucadeira agucadeiras
agucadura agucaduras
aguco agucos
agude agudes
agudez agudezes
agudeza agudezas
agudia agudias
agudização agudizações
agueira agueiras
agueiro agueiros
aguia aguias
aguiachilena aguiachilenas
aguião aguiões
aguia-pescadora aguia-pescadora
aguieiro aguieiros
aguilhada aguilhadas
aguilhão aguilhões
aguilhoada aguilhoadas
aguilhoadela aguilhoadelas
aguilhoamento aguilhoamentos
aguilhoeiro aguilhoeiros
agulha agulhas
agulhara agulharas
agulhão agulhões
agulheiro agulheiros
agulheta agulhetas
agulheteiro agulheteiros
aia aias
aiaca aiacas
aiaia aiaias
aiapaina aiapainas
aijulata aijulatas
ailantina ailantinas
ailanto ailantos
aimara aimaras
aimara aimaras
aimore aimores
aio aios
aipe aipes
aipim aipins
aipo aipos
aiva aivas
aivica aivicas
aizoacea aizoaceas
ajaja ajajas
ajara ajaras
ajardinamento ajardinamentos
ajare ajares
ajoujamento ajoujamentos
ajoujo ajoujos
ajuda ajudas
ajudadouro ajudadouros
ajudante ajudantes
ajuntadeira ajuntadeiras
ajuntadouro ajuntadouros
ajuntadouro ajuntadouros
ajuntamento ajuntamentos
ajustado ajustados
ajustagem ajustagens
ajustamento ajustamentos
ajuste ajustes
ajustura ajusturas
ajutório ajutórios
ala alas
alabama alabamas
alabanda alabandas
alabandina alabandinas
alabão alabões alabãos
alabarda alabardas
alabardada alabardadas
alabardeiro alabardeiros
alabastrita alabastritas
alabastro alabastros
alabastro-calcário alabastro-calcario
alacridade alacridades
alagação alagações
alagadeiro alagadeiros
alagador alagadores
alagamar alagamares
alagamento alagamentos
alagoa alagoas
alalia alalias
alamanda alamandas
alamar alamares
alambari alambaris
alambique alambiques
alambiqueiro alambiqueiros
alambor alambores
alambra alambras
alambrado alambrados
alambre alambres
alameda alamedas
alamia alamias
alamire alamires
alamo alamos
alampada alampadas
alanceamento alanceamentos
alanhador alanhadores
alano alanos
alanterna alanternas
alantoide alantoides
alantoidiano alantoidianos
alantotoxico alantotoxicos
alão alões
alaque alaques
alarde alardes
alardeadeira alardeadeiras
alares alareses
alargamento alargamentos
alarido alaridos
alarifagem alarifagens
alarife alarifes
alarma alarmas
alarme alarmes
alarmista alarmistas
alarvaria alarvarias
alarve alarves
alarvia alarvias
alastramento alastramentos
alastrim alastrins
alaude alaudes
alavanca alavancas
alavão alavões
alavoeiro alavoeiros
alazão alazões
alba albas
albacora albacoras
albanis albanises
albanesa albanesas
albano albanos
albara albaras
albarda albardas
albardão albardões
albarbeira albarbeiras
albardeiro albardeiros
albardilha albardilhas
albarela albarelas
albarra albarras
albatroz albatrozes
alberca albercas
albergagem albergagens
albergamento albergamentos
albergaria albergarias
albergue albergues
albergueiro albergueiros
albificação albificações
albigense albigenses
albina albinas
albinia albinias
albinismo albinismos
albita albitas
albizo albizos
albogue albogues
alboque alboques
albor albores
albornoz albornozes
albricoqui albricoquis
albricoquiiro albricoquiiros
albufeira albufeiras
albugem albugens
albuginea albugineas
album albuns
albume albumes
albumen albumens
albumina albuminas
albuminato albuminatos
albuminoide albuminoides
albuminuria albuminurias
albuminurico albuminuricos
alburno alburnos
alca alcas
alcacar alcacares
alcacaria alcacarias
alcacer alcaceres
alcacerense alcacerenses
alcachofra alcachofras
alcachofrado alcachofrados
alcachofra-dos-telhados alcachofra-dos-telhados
alcachofral alcachofrais
alcacova alcacovas
alcacuz alcacuzes
alcacuz-da-terra alcacuz-da-terra
alcada alcadas
alcadafe alcadafes
alcadefe alcadefes
alcador alcadores
alcadura alcaduras
alcagem alcagens
alcaguete alcaguetes
alcaidaria alcaidarias
alcaide alcaides
alcaidessa alcaidessas
alcaidina alcaidinas
alcaiota alcaiotas
alcaiote alcaiotes
alcaixa alcaixas
alcalescência alcalescências
alcali alcalis
alcalicidade alcalicidades
alcalimetria alcalimetrias
alcalimetro alcalimetros
alcalinidade alcalinidades
alcalinismo alcalinismos
alcalinização alcalinizações
alcaloide alcaloides
alcalose alcaloses
alcamento alcamentos
alcamonia alcamonias
alcancador alcancadores
alcancadura alcancaduras
alcancamento alcancamentos
alcance alcances
alcandor alcandores
alcandora alcandoras
alcanfor alcanfores
alcanfora alcanforas
alcanforeira alcanforeiras
alcantil alcantis
alcantilada alcantiladas
alcanzia alcanzias
alçapão alçapões
alcaparra alcaparras
alcaparral alcaparrais
alcaparreira alcaparreiras
alcaparreiro alcaparreiros
alca-pe alca-pe
alcaprema alcapremas
alcaptona alcaptonas
alcaptonuria alcaptonurias
alcaptonuria alcaptonurias
alcaravão alcaravões
alcaravia alcaravias
alcaraviz alcaravizes
alcarrada alcarradas
alcateia alcateias
alcatifa alcatifas
alcatifeiro alcatifeiros
alcatira alcatiras
alcatra alcatras
alcatrão alcatrões
alcatratr alcatratres
alcatraz alcatrazes
alcatre alcatres
alcatroeiro alcatroeiros
alcatruz alcatruzes
alce alces
alcedinideo alcedinideos
alcião alciões
alcion alcions
alciona alcionas
alcionário alcionários
alcione alciones
alcobaca alcobacas
alcobacense alcobacenses
alcoceifa alcoceifas
alcofa alcofas
alcoilo alcoilos
alcomonia alcomonias
alcool alcoois
alcoolato alcoolatos
alcoolatra alcoolatras
alcoolatura alcoolaturas
alcoolico alcoolicos
alcoolismo alcoolismos
alcoolista alcoolistas
alcoolização alcoolizações
alcoolometro alcoolometros
alcoometro alcoometros
alcorão alcorões
alcorca alcorcas
alcorca alcorcas
alcorce alcorces
alcorcova alcorcovas
alcorque alcorques
alcouce alcouces
alcouceiro alcouceiros
alcova alcovas
alcovitagem alcovitagens
alcoviteira alcoviteiras
alcoviteirice alcoviteirices
alcoviteiro alcoviteiros
alcovitice alcovitices
alcunha alcunhas
alda aldas
aldeamento aldeamentos
aldeão aldeões
aldebara aldebaras
aldeia aldeias
aldeido aldeidos
aldeola aldeolas
aldeota aldeotas
aldolixação aldolixações
aldose aldoses
aldraba aldrabas
aldrava aldravas
aldravada aldravadas
aldravão aldravões
alecrim alecrins
alecrim-do-campo alecrim-do-campo
alectoromancia alectoromancias
alectoromante alectoromantes
alectoromaquia alectoromaquias
alefriz alefrizes
alegação alegações
alegoria alegorias
alegragem alegragens
alegramento alegramentos
alegrão alegrões
alegrete alegretes
alegria alegrias
alegro alegros
aleia aleias
aleijada aleijadas
aleijado aleijados
aleijamento aleijamentos
aleijão aleijões
aleitação aleitações
aleitamento aleitamentos
aleive aleives
aleivosia aleivosias
alelomorfos alelomorfoses
aleluia aleluias
alemanismo alemanismos
alemã alemãs
alemão alemães
alemena alemenas
além-mar além-mares
alentejano alentejanos
alento alentos
alepidoto alepidotos
alergeno alergenos
alergia alergias
alerta alertas
aleta aletas
aletófilo aletófilos
aletologia aletologias
aletria aletrias
aleuromancia aleuromancias
aleuromante aleuromantes
aleurometro aleurometros
aleurona aleuronas
alevadouro alevadouros
alevim alevins
alexandrinismo alexandrinismos
alexandrita alexandritas
alexia alexias
alfa alfas
alfabetação alfabetações
alfabetador alfabetadores
alfabetamento alfabetamentos
alfabetização alfabetizações
alfabetizam alfabetizans
alfabeto alfabetos
alfacal alfacais
alface alfaces
alfacinha alfacinhas
alfafa alfafas
alfafal alfafais
alfageme alfagemes
alfaia alfaias
alfaiata alfaiatas
alfaiataria alfaiatarias
alfaiate alfaiates
alfama alfamas
alfandega alfandegas
alfandegagem alfandegagens
alfandegamento alfandegamentos
alfandegueiro alfandegueiros
alfanjada alfanjadas
alfanje alfanjes
alfaque alfaques
alfaqui alfaquis
alfaquim alfaquins
alfaraz alfarazes
alfarrabio alfarrabios
alfarrabista alfarrabistas
alfarroba alfarrobas
alfarrobal alfarrobais
alfarrobeira alfarrobeiras
alfavaca alfavacas
alfavaca-de-cobra alfavaca-de-cobra
alfazema alfazemas
alfeca alfecas
alfeire alfeires
alfeireiro alfeireiros
alfeloa alfeloas
alfeloeiro alfeloeiros
alfena alfenas
alfeneiro alfeneiros
alfinico alfinicos
alfenide alfenides
alfenim alfenins
alferce alferces
alferes alfereses
alfinetada alfinetadas
alfinete alfinetes
alfineteira alfineteiras
alfobre alfobres
alfombra alfombras
alfonsia alfonsias
alforje alforjes
alforra alforras
alforria alforrias
alforva alforvas
alfostigo alfostigos
alfridaria alfridarias
alfuja alfujas
alga algas
algaco algacos
algalia algalias
algar algares
algaravia algaravias
algaraviada algaraviadas
algarismo algarismos
algarobeira algarobeiras
algarobo algarobos
algarviense algarvienses
algazarra algazarras
algebra algebras
algebrista algebristas
algema algemas
algeroz algerozes
algia algias
algibe algibes
algibebe algibebes
algibeira algibeiras
algidez algidezes
algirão algirões
algo algos
algodão algodões
algodão-pólvora algodões-pólvora
algodoal algodoais
algodoaria algodoarias
algodoeiro algodoeiros
algodoim algodoins
algofilia algofilias
algofilo algofilos
algofobia algofobias
algofobico algofobicos
algolagnia algolagnias
algologista algologistas
algor algores
algoritmo algoritmos
algostase algostases
algoz algozes
algrafia algrafias
alguazil alguazis
alguergue alguergues
alguidar alguidares
alhada alhadas
alhal alhais
alheabilidade alheabilidades
alheação alheações
alheador alheadores
alheamento alheamentos
alheia alheias
alheiro alheiros
alheta alhetas
alho alhos
alia alias
aliado aliados
aliadofilia aliadofilias
aliadofilo aliadofilos
aliadofobia aliadofobias
aliadofobo aliadofobos
aliagem aliagens
aliança alianças
aliazar aliazares
alibi alibis
alicate alicates
alicerce alicerces
aliciação aliciações
aliciamento aliciamentos
aliciente alicientes
alidada alidadas
alidade alidades
altenabilidade altenabilidades
alienação alienações
alienado alienados
alienador alienadores
alienante alienantes
alienatário alienatários
alienista alienistas
alifafe alifafes
aligator aligatores
alijamento alijamentos
alijação alijações
alimaria alimarias
alimentação alimentações
alimento alimentos
alimpa alimpas
alimpadeira alimpadeiras
alimpador alimpadores
alimpadura alimpaduras
alimpamento alimpamentos
alindamento alindamentos
alinde alindes
alinea alineas
alinhador alinhadores
alinhamento alinhamentos
alinhavo alinhavos
alinho alinhos
alipina alipinas
alisado alisados
aliseu aliseus
alisio alisios
alisma alismas
alismatacea alismataceas
alistabilidade alistabilidades
alistamento alistamentos
alistando alistandos
alistão alistões
aliteração aliterações
aliteramento aliteramentos
aliviação aliviações
aliviador aliviadores
aliviamento aliviamentos
alivio alivios
alizaba alizabas
alizar alizares
alizari alizaris
alizarina alizarinas
aljafra aljafras
aljava aljavas
aljazar aljazares
aljofar aljofares
aljofareira aljofareiras
aljofre aljofres
aljuba aljubas
aljube aljubes
aljubeiro aljubeiros
aljubeta aljubetas
aljubeteiro aljubeteiros
alheio alheios 
alma almas
almacega almacegas
almacego almacegos
almaco almacos
almadena almadenas
almadia almadias
almadraque almadraques
almadrava almadravas
almafega almafegas
almagre almagres
almagro almagros
almalho almalhos
almanaque almanaques
almandina almandinas
almanjarra almanjarras
almargem almargens
almaxar almaxares
almécega almécegas
almecegueira almecegueiras
almeia almeias
almeirão almeirões
almejo almejos
almenara almenaras
almiranta almirantas
almirantado almirantados
almirante almirantes
almiscar almiscares
almiscareira almiscareiras
almiscareiro almiscareiros
almocadem almocadens
almocafre almocafres
almocavar almocavares
almoço almoços
almocrevaria almocrevarias
almocreve almocreves
almoeda almoedas
almofaca almofacas
almofacilha almofacilhas
almofada almofadas
almofadinha almofadinhas
almofariz almofarizes
almofate almofates
almofeira almofeiras
almofreixe almofreixes
almofrez almofrezes
almogaure almogaures
almogavar almogavares
almograve almograves
almolina almolinas
almondega almondegas
almoravida almoravidas
almqravide almqravides
almorreimas almorreimases
almotacaria almotacarias
almotace almotaces
almotacil almotacis
almotolia almotolias
almotalia almotalias
almoxarifado almoxarifados
almoxarife almoxarifes
almuadem almuadens
almudada almudadas
almude almudes
almuedão almuedões
alna alnas
alno alnos
alobroge alobroges
alobrogo alobrogos
alocasia alocasias
alocroismo alocroismos
alocromia alocromias
alocromatia alocromatias
alocução alocuções
alodialidade alodialidades
alódio alódios
aloendro aloendros
aloes aloeses
aloetina aloetinas
aloftalmia aloftalmias
alogia alogias
aloina aloinas
alojação alojações
alojamento alojamentos
alojo alojos
alombamento alombamentos
alomorfia alomorfias
alomorfismo alomorfismos
alonga alongas
alongamento alongamentos
alonimo alonimos
alopata alopatas
alopatia alopatias
alopecia alopecias
alopício alopícios
alopecura alopecuras
alopia alopias
aloquete aloquetes
alosna alosnas
alote alotes
alotropia alotropias
aloucamento aloucamentos
alpaca alpacas
alparca alparcas
alparcata alparcatas
alparcateiro alparcateiros
alpargata alpargatas
alpargataria alpargatarias
alpargateiro alpargateiros
alparqueiro alparqueiros
alpendrada alpendradas
alpendrado alpendrados
alpendre alpendres
alpercata alpercatas
alpercateiro alpercateiros
alperce alperces
alperche alperches
alperce alperces
alpercheiro alpercheiros
alperceiro alperceiros
alpinismo alpinismos
alpinista alpinistas
alpiste alpistes
alpondras alpondrases
alporama alporamas
alporca alporcas
alporque alporques
alquebramento alquebramentos
alqueiramento alqueiramentos
alqueirão alqueirões
alqueire alqueires
alqueive alqueives
alquequenje alquequenjes
alquequenque alquequenques
alquermes alquermeses
alquifa alquifas
alquifol alquifois
alquifu alquifus
alquilária alquilárias
alquiler alquileres
alquime alquimes
alquimia alquimias
alquimista alquimistas
alquitara alquitaras
alstromeria alstromerias
alta altas
altair altaires
altamisa altamisas
altanadice altanadices
altanaria altanarias
altar altares
altar-mor altares-mor
alta-roda altas-rodas
alteamento alteamentos
alteia alteias
alter alteres
alteração alterações
altercação altercações
alternação alternações
alternador alternadores
alternancia alternancias
alternativa alternativas
alteza altezas
altibaixos altibaixoses
altiloquência altiloquências
